store_id,store_name,brand_id,city,region,channel,subsidiary_company,opening_year,closing_year,status,renovation_months
STR-0221,Maxmora - Semarang,BRND-043,Semarang,Central Java,Offline,StyleCraft,2020,,active,[]
STR-0222,Maxmora - Mamuju,BRND-043,Mamuju,West Sulawesi,Offline,StyleCraft,2023,,active,[]
STR-0223,Maxmora - Palembang,BRND-043,Palembang,South Sumatra,Offline,StyleCraft,2004,,active,[]
STR-0224,Mee Too - Mataram,BRND-044,Mataram,West Nusa Tenggara,Offline,StyleCraft,2013,,active,[]
STR-0225,Mee Too - Depok,BRND-044,Depok,West Java,Offline,StyleCraft,2001,,active,[]
STR-0226,Missy S. - Tanjung Pinang,BRND-045,Tanjung Pinang,Riau Islands,Offline,StyleCraft,2000,,active,[]
STR-0227,Missy S. - Tangerang,BRND-045,Tangerang,Banten,Offline,StyleCraft,2018,,active,[]
STR-0228,Missy S. - Jambi City,BRND-045,Jambi City,Jambi,Offline,StyleCraft,2006,,active,"[4, 5]"
STR-0229,Missy S. - Sidoarjo,BRND-045,Sidoarjo,East Java,Offline,StyleCraft,2008,,active,"[11, 12]"
STR-0230,Missy S. - Samarinda,BRND-045,Samarinda,East Kalimantan,Offline,StyleCraft,2002,2007.0,closed,[]
STR-0231,Missy S. - Sidoarjo,BRND-045,Sidoarjo,East Java,Offline,StyleCraft,2012,2016.0,closed,[]
STR-0232,Missy S. - Depok,BRND-045,Depok,West Java,Offline,StyleCraft,2007,,active,[]
STR-0233,Oceanica - Sorong,BRND-046,Sorong,Southwest Papua,Offline,StyleCraft,2022,,active,[]
STR-0234,Oceanica - Serang,BRND-046,Serang,Banten,Offline,StyleCraft,2000,,active,[]
STR-0235,Oceanica - Surabaya,BRND-046,Surabaya,East Java,Offline,StyleCraft,2014,,active,[]
STR-0236,NineWeston - Tangerang,BRND-047,Tangerang,Banten,Offline,StyleCraft,2020,,active,[]
STR-0237,NineWeston - Balikpapan,BRND-047,Balikpapan,East Kalimantan,Offline,StyleCraft,2016,,active,[]
STR-0238,NineWeston - Semarang,BRND-047,Semarang,Central Java,Offline,StyleCraft,2017,,active,[]
STR-0239,NineWeston - Serang,BRND-047,Serang,Banten,Offline,StyleCraft,2017,,active,[]
STR-0240,NineWeston - Gorontalo City,BRND-047,Gorontalo City,Gorontalo,Offline,StyleCraft,2023,,active,[]
STR-0241,NineWeston - Pontianak,BRND-047,Pontianak,West Kalimantan,Offline,StyleCraft,2010,2015.0,closed,[]
STR-0242,NineWeston - Tanjung Pinang,BRND-047,Tanjung Pinang,Riau Islands,Offline,StyleCraft,2015,,active,[]
STR-0243,NewLooks - Bandung,BRND-048,Bandung,West Java,Offline,StyleCraft,2015,,active,[]
STR-0244,NewLooks - Depok,BRND-048,Depok,West Java,Offline,StyleCraft,2018,,active,[]
STR-0245,NewLooks - Depok,BRND-048,Depok,West Java,Offline,StyleCraft,2020,,active,[]
STR-0246,NewLooks - Tangerang,BRND-048,Tangerang,Banten,Offline,StyleCraft,2017,,active,[]
STR-0247,NewLooks - Yogyakarta,BRND-048,Yogyakarta,Special Region of Yogyakarta,Offline,StyleCraft,2023,,active,[]
STR-0248,NewLooks - Bekasi,BRND-048,Bekasi,West Java,Offline,StyleCraft,2000,,active,[]
STR-0249,NewLooks - Bandar Lampung,BRND-048,Bandar Lampung,Lampung,Offline,StyleCraft,2003,2010.0,closed,[]
STR-0250,NewLooks - Jakarta,BRND-048,Jakarta,DKI Jakarta,Offline,StyleCraft,2017,,active,[]
STR-0251,NewLooks - Kendari,BRND-048,Kendari,Southeast Sulawesi,Offline,StyleCraft,2018,,active,[]
STR-0252,Mirage Wear - Bekasi,BRND-049,Bekasi,West Java,Offline,StyleCraft,2021,2024.0,closed,[9]
STR-0253,Mirage Wear - Palangkaraya,BRND-049,Palangkaraya,Central Kalimantan,Offline,StyleCraft,2006,,active,[]
STR-0254,Mirage Wear - Surakarta,BRND-049,Surakarta,Central Java,Offline,StyleCraft,2007,,active,"[9, 10, 11]"
STR-0255,Mirage Wear - Pontianak,BRND-049,Pontianak,West Kalimantan,Offline,StyleCraft,2005,,active,[]
STR-0256,Mirage Wear - Depok,BRND-049,Depok,West Java,Offline,StyleCraft,2001,,active,[10]
STR-0257,Mirage Wear - Cirebon,BRND-049,Cirebon,West Java,Offline,StyleCraft,2013,,active,[]
STR-0258,Pandira - Depok,BRND-050,Depok,West Java,Offline,StyleCraft,2005,,active,[]
STR-0259,Pandira - Tanjung Pinang,BRND-050,Tanjung Pinang,Riau Islands,Offline,StyleCraft,2015,,active,[]
STR-0260,Pandira - Semarang,BRND-050,Semarang,Central Java,Offline,StyleCraft,2005,,active,[]
STR-0261,Pandira - Jambi City,BRND-050,Jambi City,Jambi,Offline,StyleCraft,2015,,active,[]
STR-0262,Pandira - Depok,BRND-050,Depok,West Java,Offline,StyleCraft,2000,,active,"[9, 10]"
STR-0263,Pandira - Malang,BRND-050,Malang,East Java,Offline,StyleCraft,2020,,active,[]
STR-0264,Pandira - Surakarta,BRND-050,Surakarta,Central Java,Offline,StyleCraft,2023,2029.0,active,[]
STR-0265,Pandira - Banda Aceh,BRND-050,Banda Aceh,Aceh,Offline,StyleCraft,2006,,active,[]
STR-0266,Pandira - Sidoarjo,BRND-050,Sidoarjo,East Java,Offline,StyleCraft,2011,,active,[]
STR-0267,Pandira - Gorontalo City,BRND-050,Gorontalo City,Gorontalo,Offline,StyleCraft,2024,,active,[]
STR-0268,Pretty Step - Yogyakarta,BRND-051,Yogyakarta,Special Region of Yogyakarta,Offline,StyleCraft,2015,,active,[]
STR-0269,Pretty Step - Medan,BRND-051,Medan,North Sumatra,Offline,StyleCraft,2011,,active,[]
STR-0270,Pretty Step - Pontianak,BRND-051,Pontianak,West Kalimantan,Offline,StyleCraft,2022,,active,[]
STR-0271,Pretty Step - Bandung,BRND-051,Bandung,West Java,Offline,StyleCraft,2021,,active,[]
STR-0272,Pretty Step - Palembang,BRND-051,Palembang,South Sumatra,Offline,StyleCraft,2014,2018.0,closed,[]
STR-0273,Pretty Step - Bekasi,BRND-051,Bekasi,West Java,Offline,StyleCraft,2023,,active,[12]
STR-0274,Pretty Step - Bandung,BRND-051,Bandung,West Java,Offline,StyleCraft,2014,,active,[]
STR-0275,Pretty Step - Bandar Lampung,BRND-051,Bandar Lampung,Lampung,Offline,StyleCraft,2017,2024.0,closed,[]
STR-0276,Pretty Step - Banda Aceh,BRND-051,Banda Aceh,Aceh,Offline,StyleCraft,2011,,active,[]
STR-0277,Pull&Bend - Medan,BRND-052,Medan,North Sumatra,Offline,StyleCraft,2024,,active,[]
STR-0278,Pull&Bend - Bandung,BRND-052,Bandung,West Java,Offline,StyleCraft,2020,,active,[]
STR-0279,Pull&Bend - Surabaya,BRND-052,Surabaya,East Java,Offline,StyleCraft,2015,,active,[]
STR-0280,Pull&Bend - Sidoarjo,BRND-052,Sidoarjo,East Java,Offline,StyleCraft,2016,2023.0,closed,[]
STR-0281,Spanique - Denpasar,BRND-053,Denpasar,Bali,Offline,StyleCraft,2006,,active,[]
STR-0282,Spanique - Samarinda,BRND-053,Samarinda,East Kalimantan,Offline,StyleCraft,2007,2012.0,closed,[]
STR-0283,Spanique - Pangkal Pinang,BRND-053,Pangkal Pinang,Bangka Belitung Islands,Offline,StyleCraft,2023,,active,[10]
STR-0284,Spanique - Surabaya,BRND-053,Surabaya,East Java,Offline,StyleCraft,2012,,active,[]
STR-0285,Spanique - Bekasi,BRND-053,Bekasi,West Java,Offline,StyleCraft,2014,,active,[]
STR-0286,Spanique - Palangkaraya,BRND-053,Palangkaraya,Central Kalimantan,Offline,StyleCraft,2020,,active,[]
STR-0287,Spanique - Semarang,BRND-053,Semarang,Central Java,Offline,StyleCraft,2007,,active,[]
STR-0288,Spanique - Kendari,BRND-053,Kendari,Southeast Sulawesi,Offline,StyleCraft,2005,,active,[]
STR-0289,Sole Effect - Bogor,BRND-054,Bogor,West Java,Offline,StyleCraft,2016,,active,[]
STR-0290,Sole Effect - Cirebon,BRND-054,Cirebon,West Java,Offline,StyleCraft,2000,,active,[]
STR-0291,Sole Effect - Serang,BRND-054,Serang,Banten,Offline,StyleCraft,2017,,active,[]
STR-0292,Sole Effect - Pekanbaru,BRND-054,Pekanbaru,Riau,Offline,StyleCraft,2017,,active,[]
STR-0293,Sole Effect - Surabaya,BRND-054,Surabaya,East Java,Offline,StyleCraft,2017,,active,[]
STR-0294,Sole Effect - Cirebon,BRND-054,Cirebon,West Java,Offline,StyleCraft,2024,,active,[]
STR-0295,Sole Effect - Semarang,BRND-054,Semarang,Central Java,Offline,StyleCraft,2016,,active,[]
STR-0296,Sole Effect - Denpasar,BRND-054,Denpasar,Bali,Offline,StyleCraft,2021,,active,"[5, 6, 7]"
STR-0297,Sole Effect - Pekanbaru,BRND-054,Pekanbaru,Riau,Offline,StyleCraft,2015,,active,"[8, 9]"
STR-0298,Staccato - Bogor,BRND-055,Bogor,West Java,Offline,StyleCraft,2013,,active,[]
STR-0299,Staccato - Medan,BRND-055,Medan,North Sumatra,Offline,StyleCraft,2002,,active,[]
STR-0300,Staccato - Malang,BRND-055,Malang,East Java,Offline,StyleCraft,2015,,active,[]
STR-0301,Staccato - Malang,BRND-055,Malang,East Java,Offline,StyleCraft,2007,,active,[]
STR-0302,MaddenStep - Bandar Lampung,BRND-056,Bandar Lampung,Lampung,Offline,StyleCraft,2000,2006.0,closed,[]
STR-0303,MaddenStep - Mamuju,BRND-056,Mamuju,West Sulawesi,Offline,StyleCraft,2004,,active,[]
STR-0304,MaddenStep - Semarang,BRND-056,Semarang,Central Java,Offline,StyleCraft,2025,,active,[]
STR-0305,MaddenStep - Denpasar,BRND-056,Denpasar,Bali,Offline,StyleCraft,2020,,active,[]
STR-0306,MaddenStep - Banda Aceh,BRND-056,Banda Aceh,Aceh,Offline,StyleCraft,2020,2024.0,closed,[]
STR-0307,MaddenStep - Surabaya,BRND-056,Surabaya,East Java,Offline,StyleCraft,2017,,active,[]
STR-0308,MelodyWear - Sidoarjo,BRND-057,Sidoarjo,East Java,Offline,StyleCraft,2025,,active,[]
STR-0309,MelodyWear - Yogyakarta,BRND-057,Yogyakarta,Special Region of Yogyakarta,Offline,StyleCraft,2017,,active,[]
STR-0310,MelodyWear - Pangkal Pinang,BRND-057,Pangkal Pinang,Bangka Belitung Islands,Offline,StyleCraft,2001,,active,[]
STR-0311,MelodyWear - Malang,BRND-057,Malang,East Java,Offline,StyleCraft,2015,,active,[]
STR-0312,MelodyWear - Surabaya,BRND-057,Surabaya,East Java,Offline,StyleCraft,2012,,active,[]
STR-0313,MelodyWear - Tanjung Pinang,BRND-057,Tanjung Pinang,Riau Islands,Offline,StyleCraft,2010,,active,[]
STR-0314,BlancoSuite - Sorong,BRND-058,Sorong,Southwest Papua,Offline,StyleCraft,2010,,active,[]
STR-0315,Crystaluna - Surakarta,BRND-059,Surakarta,Central Java,Offline,StyleCraft,2005,,active,[]
STR-0316,Thomas P. - Bandung,BRND-060,Bandung,West Java,Offline,StyleCraft,2009,2015.0,closed,[]
STR-0317,Topstreet - Serang,BRND-061,Serang,Banten,Offline,StyleCraft,2000,,active,[]
STR-0318,Topstreet - Surabaya,BRND-061,Surabaya,East Java,Offline,StyleCraft,2005,,active,[]
STR-0319,Zavana - Surabaya,BRND-062,Surabaya,East Java,Offline,StyleCraft,2017,,active,[]
STR-0320,Zavana - Semarang,BRND-062,Semarang,Central Java,Offline,StyleCraft,2009,,active,[]
STR-0321,Walliza - Malang,BRND-063,Malang,East Java,Offline,StyleCraft,2017,,active,[]
STR-0322,Walliza - Bogor,BRND-063,Bogor,West Java,Offline,StyleCraft,2015,,active,[1]
STR-0323,Walliza - Gorontalo City,BRND-063,Gorontalo City,Gorontalo,Offline,StyleCraft,2009,,active,[]
STR-0324,Walliza - Malang,BRND-063,Malang,East Java,Offline,StyleCraft,2020,2023.0,closed,[]
STR-0325,Walliza - Mataram,BRND-063,Mataram,West Nusa Tenggara,Offline,StyleCraft,2024,,active,[]
STR-0326,Walliza - Balikpapan,BRND-063,Balikpapan,East Kalimantan,Offline,StyleCraft,2001,,active,[]
STR-0327,Walliza - Surabaya,BRND-063,Surabaya,East Java,Offline,StyleCraft,2014,,active,[]
STR-0328,Walliza - Semarang,BRND-063,Semarang,Central Java,Offline,StyleCraft,2013,,active,[]
STR-0329,Storeroom - Denpasar,BRND-064,Denpasar,Bali,Offline,StyleCraft,2006,,active,[]
STR-0330,Nykora - Yogyakarta,BRND-065,Yogyakarta,Special Region of Yogyakarta,Offline,ActiveCore,2017,2020.0,closed,[]
STR-0331,Nykora - Cirebon,BRND-065,Cirebon,West Java,Offline,ActiveCore,2019,,active,[2]
STR-0332,Nykora - Depok,BRND-065,Depok,West Java,Offline,ActiveCore,2015,,active,[]
STR-0333,Nykora - Surakarta,BRND-065,Surakarta,Central Java,Offline,ActiveCore,2018,,active,[]
STR-0334,Nykora - Tangerang,BRND-065,Tangerang,Banten,Offline,ActiveCore,2004,,active,[]
STR-0335,Nykora - Bogor,BRND-065,Bogor,West Java,Offline,ActiveCore,2018,,active,[]
STR-0336,Nykora - Bogor,BRND-065,Bogor,West Java,Offline,ActiveCore,2008,,active,[]
STR-0337,Nykora - Tangerang,BRND-065,Tangerang,Banten,Offline,ActiveCore,2024,,active,"[11, 12]"
STR-0338,Nykora - Semarang,BRND-065,Semarang,Central Java,Offline,ActiveCore,2025,2028.0,active,[]
STR-0339,Nykora - Cirebon,BRND-065,Cirebon,West Java,Offline,ActiveCore,2000,,active,[]
STR-0340,Dashdas - Bekasi,BRND-066,Bekasi,West Java,Offline,ActiveCore,2009,,active,"[12, 1]"
STR-0341,Dashdas - Samarinda,BRND-066,Samarinda,East Kalimantan,Offline,ActiveCore,2007,,active,[]
STR-0342,Dashdas - Serang,BRND-066,Serang,Banten,Offline,ActiveCore,2001,,active,[8]
STR-0343,Dashdas - Samarinda,BRND-066,Samarinda,East Kalimantan,Offline,ActiveCore,2020,2024.0,closed,[]
STR-0344,Corvane - Kendari,BRND-067,Kendari,Southeast Sulawesi,Offline,ActiveCore,2020,2027.0,active,[]
STR-0345,Corvane - Tanjung Pinang,BRND-067,Tanjung Pinang,Riau Islands,Offline,ActiveCore,2022,,active,[]
STR-0346,Corvane - Malang,BRND-067,Malang,East Java,Offline,ActiveCore,2010,,active,[]
STR-0347,Corvane - Semarang,BRND-067,Semarang,Central Java,Offline,ActiveCore,2018,,active,[]
STR-0348,Corvane - Makassar,BRND-067,Makassar,South Sulawesi,Offline,ActiveCore,2010,,active,[]
STR-0349,Corvane - Palembang,BRND-067,Palembang,South Sumatra,Offline,ActiveCore,2023,,active,[]
STR-0350,Corvane - Surabaya,BRND-067,Surabaya,East Java,Offline,ActiveCore,2025,,active,"[1, 2, 3]"
STR-0351,Corvane - Surabaya,BRND-067,Surabaya,East Java,Offline,ActiveCore,2004,,active,[]
STR-0352,Skechura - Denpasar,BRND-068,Denpasar,Bali,Offline,ActiveCore,2015,2020.0,closed,[]
STR-0353,Skechura - Denpasar,BRND-068,Denpasar,Bali,Offline,ActiveCore,2025,,active,[]
STR-0354,Skechura - Semarang,BRND-068,Semarang,Central Java,Offline,ActiveCore,2012,,active,[]
STR-0355,Skechura - Surabaya,BRND-068,Surabaya,East Java,Offline,ActiveCore,2015,,active,[]
STR-0356,Skechura - Banjarmasin,BRND-068,Banjarmasin,South Kalimantan,Offline,ActiveCore,2014,,active,[]
STR-0357,Skechura - Jakarta,BRND-068,Jakarta,DKI Jakarta,Offline,ActiveCore,2005,,active,[]
STR-0358,Skechura - Padang,BRND-068,Padang,West Sumatra,Offline,ActiveCore,2008,,active,[]
STR-0359,Skechura - Denpasar,BRND-068,Denpasar,Bali,Offline,ActiveCore,2008,,active,[]
STR-0360,Skechura - Padang,BRND-068,Padang,West Sumatra,Offline,ActiveCore,2010,,active,[]
STR-0361,Skechura - Bekasi,BRND-068,Bekasi,West Java,Offline,ActiveCore,2009,,active,[]
STR-0362,KickVault - Tangerang,BRND-069,Tangerang,Banten,Offline,ActiveCore,2000,,active,[]
STR-0363,KickVault - Sidoarjo,BRND-069,Sidoarjo,East Java,Offline,ActiveCore,2007,,active,[]
STR-0364,KickVault - Jakarta,BRND-069,Jakarta,DKI Jakarta,Offline,ActiveCore,2021,2028.0,active,[]
STR-0365,KickVault - Medan,BRND-069,Medan,North Sumatra,Offline,ActiveCore,2003,,active,[]
STR-0366,KickVault - Tanjung Pinang,BRND-069,Tanjung Pinang,Riau Islands,Offline,ActiveCore,2013,,active,[]
STR-0367,Orbit Sports - Surakarta,BRND-070,Surakarta,Central Java,Offline,ActiveCore,2020,,active,[]
STR-0368,Orbit Sports - Bogor,BRND-070,Bogor,West Java,Offline,ActiveCore,2019,,active,[]
STR-0369,The Athlete’s Sole - Malang,BRND-071,Malang,East Java,Offline,ActiveCore,2000,,active,[]
STR-0370,The Athlete’s Sole - Bandung,BRND-071,Bandung,West Java,Offline,ActiveCore,2005,,active,[]
STR-0371,The Athlete’s Sole - Sidoarjo,BRND-071,Sidoarjo,East Java,Offline,ActiveCore,2002,,active,[]
STR-0372,The Athlete’s Sole - Bogor,BRND-071,Bogor,West Java,Offline,ActiveCore,2015,,active,[]
STR-0373,The Athlete’s Sole - Palangkaraya,BRND-071,Palangkaraya,Central Kalimantan,Offline,ActiveCore,2021,,active,[]
STR-0374,The Athlete’s Sole - Bandung,BRND-071,Bandung,West Java,Offline,ActiveCore,2002,2009.0,closed,"[9, 10, 11]"
STR-0375,Sportia Station - Bandung,BRND-072,Bandung,West Java,Offline,ActiveCore,2016,,active,[]
STR-0376,Sportia Station - Samarinda,BRND-072,Samarinda,East Kalimantan,Offline,ActiveCore,2006,,active,[]
STR-0377,Sportia Station - Serang,BRND-072,Serang,Banten,Offline,ActiveCore,2008,,active,[]
STR-0378,Sportia Station - Surakarta,BRND-072,Surakarta,Central Java,Offline,ActiveCore,2008,,active,[]
STR-0379,SoccerHub - Denpasar,BRND-073,Denpasar,Bali,Offline,ActiveCore,2025,,active,[]
STR-0380,SoccerHub - Manado,BRND-073,Manado,North Sulawesi,Offline,ActiveCore,2025,2030.0,active,[]
STR-0381,SoccerHub - Bogor,BRND-073,Bogor,West Java,Offline,ActiveCore,2021,,active,[]
STR-0382,SoccerHub - Bekasi,BRND-073,Bekasi,West Java,Offline,ActiveCore,2011,,active,[]
STR-0383,SoccerHub - Surabaya,BRND-073,Surabaya,East Java,Offline,ActiveCore,2010,,active,[]
STR-0384,SoccerHub - Padang,BRND-073,Padang,West Sumatra,Offline,ActiveCore,2018,,active,[]
STR-0385,SoccerHub - Yogyakarta,BRND-073,Yogyakarta,Special Region of Yogyakarta,Offline,ActiveCore,2018,2023.0,closed,[]
STR-0386,SoccerHub - Bogor,BRND-073,Bogor,West Java,Offline,ActiveCore,2008,,active,[]
STR-0387,SoccerHub - Tangerang,BRND-073,Tangerang,Banten,Offline,ActiveCore,2003,2007.0,closed,[]
STR-0388,SportsDepot - Bekasi,BRND-074,Bekasi,West Java,Offline,ActiveCore,2013,,active,[12]
STR-0389,ArenaX - Jambi City,BRND-075,Jambi City,Jambi,Offline,ActiveCore,2021,,active,[]
STR-0390,ArenaX - Sorong,BRND-075,Sorong,Southwest Papua,Offline,ActiveCore,2016,,active,[]
STR-0391,ArenaX - Denpasar,BRND-075,Denpasar,Bali,Offline,ActiveCore,2024,,active,[]
STR-0392,ArenaX - Bekasi,BRND-075,Bekasi,West Java,Offline,ActiveCore,2019,,active,"[8, 9]"
STR-0393,ArenaX - Depok,BRND-075,Depok,West Java,Offline,ActiveCore,2023,,active,"[12, 1, 2]"
STR-0394,Rebolt - Semarang,BRND-076,Semarang,Central Java,Offline,ActiveCore,2004,,active,[]
STR-0395,Rebolt - Bandung,BRND-076,Bandung,West Java,Offline,ActiveCore,2017,,active,[11]
STR-0396,Rebolt - Yogyakarta,BRND-076,Yogyakarta,Special Region of Yogyakarta,Offline,ActiveCore,2014,,active,[]
STR-0397,Rebolt - Padang,BRND-076,Padang,West Sumatra,Offline,ActiveCore,2021,,active,[]
STR-0398,Rebolt - Palangkaraya,BRND-076,Palangkaraya,Central Kalimantan,Offline,ActiveCore,2019,,active,[]
STR-0399,Rebolt - Bogor,BRND-076,Bogor,West Java,Offline,ActiveCore,2009,2015.0,closed,[]
STR-0400,Rebolt - Bekasi,BRND-076,Bekasi,West Java,Offline,ActiveCore,2020,,active,[]
STR-0401,Rebolt - Depok,BRND-076,Depok,West Java,Offline,ActiveCore,2014,,active,[]
STR-0402,Rebolt - Surabaya,BRND-076,Surabaya,East Java,Offline,ActiveCore,2019,,active,[]
STR-0403,Rebolt - Surabaya,BRND-076,Surabaya,East Java,Offline,ActiveCore,2025,,active,[]
STR-0404,Solevo - Surakarta,BRND-077,Surakarta,Central Java,Offline,ActiveCore,2008,,active,[]
STR-0405,Solevo - Surakarta,BRND-077,Surakarta,Central Java,Offline,ActiveCore,2004,,active,[]
STR-0406,Solevo - Palu,BRND-077,Palu,Central Sulawesi,Offline,ActiveCore,2014,,active,"[12, 1, 2]"
STR-0407,Solevo - Sofifi,BRND-077,Sofifi,North Maluku,Offline,ActiveCore,2001,2008.0,closed,[]
STR-0408,Solevo - Palu,BRND-077,Palu,Central Sulawesi,Offline,ActiveCore,2016,,active,[]
STR-0409,Solevo - Depok,BRND-077,Depok,West Java,Offline,ActiveCore,2003,2008.0,closed,[]
STR-0410,Rockfort - Yogyakarta,BRND-078,Yogyakarta,Special Region of Yogyakarta,Offline,ActiveCore,2015,,active,[]
STR-0411,Rockfort - Yogyakarta,BRND-078,Yogyakarta,Special Region of Yogyakarta,Offline,ActiveCore,2020,2027.0,active,[]
STR-0412,Rockfort - Sidoarjo,BRND-078,Sidoarjo,East Java,Offline,ActiveCore,2022,,active,[]
STR-0413,Rockfort - Sidoarjo,BRND-078,Sidoarjo,East Java,Offline,ActiveCore,2001,,active,[]
STR-0414,Rockfort - Sidoarjo,BRND-078,Sidoarjo,East Java,Offline,ActiveCore,2022,,active,[]
STR-0415,Rockfort - Tangerang,BRND-078,Tangerang,Banten,Offline,ActiveCore,2004,,active,[]
STR-0416,Rockfort - Denpasar,BRND-078,Denpasar,Bali,Offline,ActiveCore,2025,,active,[]
STR-0417,Rockfort - Denpasar,BRND-078,Denpasar,Bali,Offline,ActiveCore,2023,,active,"[3, 4, 5]"
STR-0418,Rockfort - Bekasi,BRND-078,Bekasi,West Java,Offline,ActiveCore,2021,,active,[]
STR-0419,TrueBalance - Malang,BRND-079,Malang,East Java,Offline,ActiveCore,2015,,active,"[4, 5, 6]"
STR-0420,TrueBalance - Tanjung Selor,BRND-079,Tanjung Selor,North Kalimantan,Offline,ActiveCore,2008,,active,[]
STR-0421,TrueBalance - Manado,BRND-079,Manado,North Sulawesi,Offline,ActiveCore,2012,2017.0,closed,[]
STR-0422,TrueBalance - Sidoarjo,BRND-079,Sidoarjo,East Java,Offline,ActiveCore,2004,,active,[]
STR-0423,ShadeX - Kendari,BRND-080,Kendari,Southeast Sulawesi,Offline,ActiveCore,2007,,active,[]
STR-0424,Skystride - Palembang,BRND-081,Palembang,South Sumatra,Offline,ActiveCore,2008,,active,[]
STR-0425,Skystride - Surabaya,BRND-081,Surabaya,East Java,Offline,ActiveCore,2025,,active,[]
STR-0426,Skystride - Depok,BRND-081,Depok,West Java,Offline,ActiveCore,2015,,active,[]
STR-0427,Skystride - Malang,BRND-081,Malang,East Java,Offline,ActiveCore,2012,,active,[]
STR-0428,Skystride - Bekasi,BRND-081,Bekasi,West Java,Offline,ActiveCore,2009,,active,[]
STR-0429,HIKA - Yogyakarta,BRND-082,Yogyakarta,Special Region of Yogyakarta,Offline,ActiveCore,2021,2025.0,active,[]
STR-0430,Diaduro - Cirebon,BRND-083,Cirebon,West Java,Offline,ActiveCore,2020,,active,[9]
STR-0431,Diaduro - Depok,BRND-083,Depok,West Java,Offline,ActiveCore,2023,,active,[]
STR-0432,Diaduro - Surakarta,BRND-083,Surakarta,Central Java,Offline,ActiveCore,2017,,active,[]
STR-0433,Diaduro - Nabire,BRND-083,Nabire,Central Papua,Offline,ActiveCore,2013,,active,[]
STR-0434,Onizuka Panther - Pekanbaru,BRND-084,Pekanbaru,Riau,Offline,ActiveCore,2024,,active,[]
STR-0435,Onizuka Panther - Surabaya,BRND-084,Surabaya,East Java,Offline,ActiveCore,2008,,active,[]
STR-0436,Onizuka Panther - Cirebon,BRND-084,Cirebon,West Java,Offline,ActiveCore,2024,,active,[]
STR-0437,Onizuka Panther - Malang,BRND-084,Malang,East Java,Offline,ActiveCore,2012,,active,[]
STR-0438,Onizuka Panther - Tanjung Pinang,BRND-084,Tanjung Pinang,Riau Islands,Offline,ActiveCore,2024,,active,[]
STR-0439,Onizuka Panther - Jakarta,BRND-084,Jakarta,DKI Jakarta,Offline,ActiveCore,2009,,active,[]
STR-0440,Onizuka Panther - Mamuju,BRND-084,Mamuju,West Sulawesi,Offline,ActiveCore,2022,,active,[]
STR-0441,Onizuka Panther - Bandung,BRND-084,Bandung,West Java,Offline,ActiveCore,2004,,active,[]
STR-0442,Kiddo Station - Surabaya,BRND-085,Surabaya,East Java,Offline,KiddieWorld,2009,,active,[]
